dataset,id,Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography,x,y
test,182,115.58528,-34,68,-28.64411262,-0.018217203,-0.409598906,146.6443875,146.6443875,112.8767801,146.6443875,35.67318325,35.67318325,31.90770945,31.90770945,114.2519998,2.82944,1695.6472,3246.61272,2527.15888,2385.99536,2450.405768,18.20337737,0.006655088,0.006669027,0.007358746,0.007358746,15.44840445,5.365201588,39.9922309,1793.430604,0,-1305564,6062753
test,183,116.18729,-34,68,-22.04749952,-0.012063461,-0.278859495,151.576293,151.576293,125.6143769,151.576293,36.01331922,36.01331922,34.29166907,34.29166907,230.9894002,2,1689.6271,3268.586085,2524.75084,2333.01848,2397.551177,39.68934471,0.013553983,0.013576332,0.013903392,0.013903392,15.00776789,5.96409486,39.63041565,1796.9292,0,-1248847,6073749
test,184,116.7893,-34,68,-4.542998482,-0.008111831,-0.201178991,154.5586262,154.5586262,134.6659767,154.5586262,36.36068758,36.36068758,35.84244466,35.84244466,299.5590002,2,1682.01585,3291.13805,2522.0535,2279.89695,2344.711572,64.07082663,0.017971679,0.017971289,0.01784462,0.01784462,49.50711991,6.509976827,42.54348734,1798.460099,0,-1192196,6084359
test,185,117.3913,-34,68,0.658661213,-0.007694629,-0.224701296,155.4336141,155.4336141,139.7332265,155.4336141,36.71586767,36.71586767,36.49260462,36.49260462,349.423,2,1672.68485,3314.31505,2519.0435,2226.61995,2291.892047,91.58166963,0.017797924,0.017781826,0.017581299,0.017581299,73.94014708,6.903636513,45.15861579,1797.864088,0,-1135611,6094589
test,186,117.99331,-34,68,-0.764153036,-0.010356821,-0.375445925,152.9842427,152.9842427,138.5152539,152.9842427,36.72327015,36.72327015,35.18186793,35.18186793,251.2958,2,1665.57359,3338.972365,2514.06021,2173.58872,2239.081983,185.8932283,0.017366751,0.017334658,0.018030693,0.018030693,70.7021492,7.05714243,47.6133801,1797.330514,0,-1079089,6104441
test,187,118.59532,-34,68,-28.12202436,-0.014079797,-0.586741924,150.0097038,150.0097038,135.8330739,150.0097038,36.62496651,36.62496651,34.4951943,34.4951943,307.8288,3.19064,1659.2851,3364.24174,2508.92808,2120.61184,2186.311017,257.8134813,0.014571142,0.014560211,0.015086717,0.015086717,75.74775164,6.877989601,51.0890547,1796.828904,0,-1022628,6113919
test,188,119.19732,-34,68,-47.22885218,-0.016739294,-0.701030828,148.1374145,148.1374145,132.7296727,148.1374145,36.37212646,36.37212646,39.42256398,39.42256398,217.7487998,4.39464,1654.7701,3391.03074,2505.31608,2067.63584,2133.557987,132.4678423,0.014352379,0.014340753,0.012177038,0.012177038,89.39126653,6.418163797,54.1989723,1796.424068,0,-966227,6123027
test,189,135.45151,-34,68,-2.443047015,-0.003284496,-0.336057025,172.2364372,172.2364372,137.6840294,172.2364372,37.91221439,37.91221439,37.29507514,37.29507514,34.95299992,2.371225,1779.069545,2853.336665,2844.0604,666.9510089,760.4544431,-144.0202092,0.021194674,0.021184366,0.021261903,0.021261903,-220.8471291,7.919792296,42.50480286,1794.740937,0,541696,6237752
test,190,136.05351,-34,68,8.128937262,0.001438242,0.126423132,174.1999069,174.1999069,143.4257087,174.1999069,37.45219182,37.45219182,37.86790035,37.86790035,118.9082999,1,1793.507485,2818.39642,2860.668015,620.1806484,715.6065803,-122.2319433,0.035292395,0.035251287,0.034617922,0.034617922,-293.7739941,8.311510233,41.32859208,1793.608574,0,597291,6237344
test,191,137.85953,-34,68,4.098534496,0.00806256,0.478964604,163.8733667,163.8733667,151.0085635,163.8733667,35.56075388,35.56075388,40.33865944,40.33865944,90.64359995,1,1806.21906,2713.4282,2908.606135,488.3974421,591.8827388,186.6686325,0.019904369,0.019905624,0.017285274,0.017285274,427.9601513,8.129604865,38.99623968,1791.23689,0,764113,6234157
test,192,138.46154,-34,68,9.023304221,0.008848007,0.485571746,154.3544051,154.3544051,149.7026897,154.3544051,34.85038304,34.85038304,38.46941866,38.46941866,129.0985996,1.23077,1807.42308,2677.3076,2926.36543,448.1229768,555.6362156,131.3995312,0.017843403,0.017854364,0.016091584,0.016091584,347.7646625,7.02747395,38.1573352,1792.984828,0,819739,6232439
test,193,139.06355,-34,68,12.51559557,0.008319591,0.457129325,148.6393114,148.6393114,146.7523259,148.6393114,34.3344355,34.3344355,38.09640245,38.09640245,348.1220001,1.531775,1808.6271,2638.087475,2945.5336,413.286757,521.0365336,58.59591658,0.027200577,0.02723623,0.024657637,0.024657637,95.04564727,5.367517153,37.43617143,1794.614718,0,875379,6230393
test,194,139.66555,-34,68,3.710833679,0.006097705,0.369826306,144.3013441,144.3013441,143.2066932,144.3013441,33.8632198,33.8632198,37.72617224,37.72617224,35.11850008,1.832775,1810.1622,2597.828725,2964.96315,381.2227278,491.7799362,-9.396537552,0.013460718,0.013475927,0.012225487,0.012225487,-109.2780938,3.433631221,36.22979461,1795.065579,0,931033,6228018
test,195,140.26756,-34,68,-7.168538859,0.00250383,0.17585329,142.9093245,142.9093245,138.3873798,142.9093245,33.47492423,33.47492423,37.0940622,37.0940622,75.83920005,2,1812.57024,2555.38702,2984.82948,355.4868095,466.061066,-61.554301,0.012847247,0.012865813,0.011794787,0.011794787,-149.0890507,1.505963029,35.34296039,1792.42936,0,986706,6225312
test,196,140.86957,-34,68,-20.64099188,-0.0011295,-0.082126509,141.4651002,141.4651002,130.9273461,141.4651002,33.11619316,33.11619316,36.6836936,36.6836936,23.32580002,2,1815.71742,2513.314885,3001.924035,337.4194631,444.7649622,-87.26057371,0.012986463,0.013025501,0.011926985,0.011926985,-76.67020645,-0.233138831,34.85557948,1792.051028,0,1042400,6222276
test,197,141.47157,-34,68,-19.07916634,-0.003797069,-0.260431142,139.9880663,139.9880663,121.8065905,139.9880663,32.77606227,32.77606227,36.41279314,36.41279314,44.05939989,2,1819.32942,2471.475885,3017.275035,324.1754631,431.2854907,-96.33010591,0.01310521,0.013152407,0.012001983,0.012001983,-21.19112962,-1.692194967,34.75743397,1793.092771,0,1098114,6218907
test,198,142.07358,-34,68,-13.36502039,-0.005102126,-0.350172721,138.4299894,138.4299894,108.587233,138.4299894,32.9177352,32.9177352,35.53962962,35.53962962,47.74439996,2,1824.08864,2429.63619,2979.85693,301.6966016,421.3510132,-49.16334412,0.013981657,0.014054446,0.01319875,0.01319875,-44.04546969,-2.80973172,34.78205161,1793.590812,0,1153855,6215205
test,199,142.67559,-34,68,-7.693925389,-0.005268753,-0.417576285,136.1545838,136.1545838,97.02053763,136.1545838,33.22727235,33.22727235,35.05803055,35.05803055,81.55309997,2,1829.694875,2387.972085,2936.487055,272.034922,421.3510132,-9.160925239,0.014087153,0.014130996,0.013571038,0.013571038,-73.40994226,-3.5970537,34.91516972,1794.281649,0,1209622,6211169
test,200,143.27759,-34,68,-4.189926216,-0.00455903,-0.494957885,132.1469656,132.1469656,89.96077958,132.1469656,33.88646079,33.88646079,35.59983032,35.59983032,80.88849996,2,1837.219875,2346.735085,2885.016055,226.0421257,426.5697018,6.673418651,0.013812945,0.013835728,0.013231569,0.013231569,-62.42615342,-4.054372595,35.42087678,1795.506115,0,1265418,6206796
test,201,143.8796,-34,68,-3.218412066,-0.003322227,-0.533102546,126.5971876,126.5971876,86.91288516,126.5971876,34.64435771,34.64435771,36.80973518,36.80973518,70.32799995,2,1845.694,2305.6872,2833.5442,183.5029219,437.8874824,-8.909571525,0.013531052,0.013544117,0.012705485,0.012705485,-35.91106497,-4.168761013,36.36203411,1796.326697,0,1321246,6202087
test,202,144.48161,-34,68,-1.596075471,-0.00183741,-0.308972854,120.1438877,120.1438877,86.21563529,120.1438877,35.46008213,35.46008213,38.41108169,38.41108169,81.39659998,2,1854.72415,2264.75052,2782.072345,142.9876471,457.1879547,-42.90032716,0.014303982,0.014303176,0.013224,0.013224,-29.39161618,-3.939297811,35.79733529,1796.910629,0,1377108,6197038
test,203,145.08361,-34,68,0.299600384,-0.000113862,-0.01805515,114.9417261,114.9417261,85.35689263,114.9417261,36.48589185,36.48589185,38.16819408,38.16819408,92.51659998,2,1866.08859,2223.81452,2731.184955,101.9740612,479.5893633,-20.22472121,0.013909285,0.01389794,0.013294214,0.013294214,-32.4890922,-3.358106334,34.96841957,1797.200467,0,1433005,6191648
test,204,145.68562,-34,68,2.881463124,0.001967611,0.182928465,110.1767927,110.1767927,84.44167924,110.1767927,37.50534539,37.50534539,37.9006011,37.9006011,115.093,2,1878.17645,2182.78503,2680.50073,62.42810205,508.8464467,-0.489118078,0.013149853,0.013125599,0.01310917,0.01310917,-22.48592233,-2.524153827,34.83529917,1797.279255,0,1488940,6185915
test,205,146.28763,-34,68,5.715823933,0.004330192,0.316926025,106.3044283,106.3044283,83.41123683,106.3044283,38.49565097,38.49565097,37.70795923,37.70795923,256.1880006,2.143815,1891.721675,2141.547345,2630.232895,26.21118054,540.9573941,8.64495609,0.011923615,0.011895437,0.012331352,0.012331352,-5.508631622,-1.537950013,34.13227211,1796.905387,0,1544916,6179837
test,206,146.88963,-34,68,8.826113825,0.006943533,0.413352504,101.2040188,101.2040188,84.29267154,101.2040188,39.3261926,39.3261926,38.55952759,38.55952759,241.5611,2.444815,1906.24075,2101.089605,2580.355525,24.29009323,576.1870338,54.00486653,0.011671704,0.011638989,0.012004453,0.012004453,18.39764848,-0.503814284,32.8063583,1796.644938,0,1600934,6173413
test,207,147.49164,-34,68,10.32593322,0.009770065,0.479435116,95.43412552,95.43412552,86.21620813,95.43412552,40.06967532,40.06967532,39.98027041,39.98027041,218.4992,2.74582,1921.291,2061.05594,2530.6897,41.06209191,614.9742668,119.1110348,0.012628366,0.012607949,0.012655785,0.012655785,54.08160969,0.483728059,32.01477507,1796.446301,0,1656996,6166639
test,208,148.09365,-34,68,12.06611991,0.012301199,0.51872952,87.79305625,87.79305625,91.05270237,87.79305625,40.45399893,40.45399893,40.36212686,40.36212686,449.5290019,3,1938.71585,2021.615925,2481.617525,4.171097998,655.0515048,17.07423747,0.011129919,0.011104393,0.011163227,0.011163227,65.4303335,1.340874923,31.36054076,1795.385922,0,1713105,6159514
test,209,148.69565,-34,68,17.07361897,0.013916141,0.541762821,81.65998221,81.65998221,94.51265364,81.65998221,40.76380313,40.76380313,40.50728444,40.50728444,362.4025,3,1956.662975,1982.380575,2432.750175,-6.435164256,697.7959298,-48.81787864,0.011014329,0.010996405,0.011155759,0.011155759,11.23108996,2.051602158,30.80071502,1794.511345,0,1769262,6152034
test,210,149.29766,-34,68,17.26204448,0.014383222,0.55356296,78.71331292,78.71331292,95.02860972,78.71331292,40.9293568,40.9293568,40.19122941,40.19122941,697.0816009,3,1975.62629,1943.55093,2384.28837,39.11893249,741.6825794,-34.75504208,0.010969769,0.010956001,0.011229077,0.011229077,-65.87242342,2.599129716,30.34824386,1794.047822,0,1825471,6144198
test,211,149.89967,-34,68,12.52300125,0.013230056,0.553910004,78.90071514,78.90071514,92.64895861,78.90071514,41.04694897,41.04694897,39.51147399,39.51147399,1196.6188,3,1995.388945,1905.120955,2336.0264,90.46824347,786.7363993,-1.135876426,0.01054101,0.010543123,0.010961296,0.010961296,-66.70283553,2.937411354,30.0055496,1792.498965,0,1881732,6136002
test,212,150.50167,-34,68,17.1360044,0.010543579,0.546314746,80.68268298,80.68268298,88.80607328,80.68268298,41.13977394,41.13977394,38.64696857,38.64696857,423.9955004,3.250835,2015.56179,1866.89813,2287.870575,144.7523025,833.214717,42.37355974,0.007807318,0.007776631,0.00828907,0.00828907,42.75125088,2.980947409,32.10697418,1790.404685,0,1938047,6127443
test,213,151.10368,-34,68,20.73922065,0.006719515,0.528722382,85.31037306,85.31037306,85.91727773,85.31037306,41.0585036,41.0585036,37.5543201,37.5543201,13.91880003,3.55184,2037.83616,1830.17552,2241.2148,199.6556172,880.2007262,82.38098481,0.00823079,0.007806616,0.008886407,0.008886407,153.4362827,2.572843957,34.58933339,1789.752409,0,1994420,6118519
test,214,115.90682,-33.5,68,-30.06664242,-0.013308422,-0.37263232,155.4103113,155.4103113,139.3833063,155.4103113,35.71732063,35.71732063,36.50516394,36.50516394,252.0878004,2.18636,1747.52498,3207.05234,2470.37272,2374.19984,2440.095096,11.72756696,0.008388008,0.00840952,0.00809372,0.00809372,6.330560879,5.640898432,39.93568674,1797.306924,0,-1286147,6125255
test,215,116.50582,-33.5,68,-15.84548009,-0.006300072,-0.174530031,158.7571432,158.7571432,158.7100591,158.7571432,36.18459811,36.18459811,37.65256232,37.65256232,281.6427999,1.9367725,1740.9127,3229.22698,2467.9709,2321.48784,2387.587109,-17.29536814,0.021406365,0.021413993,0.020541258,0.020541258,36.97058257,6.356659583,42.05107701,1800.937342,0,-1229369,6135924
test,216,117.10483,-33.5,68,-3.56790799,-0.002932205,-0.083910686,158.5170767,158.5170767,165.2344933,158.5170767,36.65781656,36.65781656,37.9161259,37.9161259,252.4204,1.86189625,1731.92755,3252.58837,2464.97585,2268.77496,2335.092619,6.323803137,0.02114437,0.021099446,0.020271431,0.020271431,53.82157794,6.938806548,45.26243274,1799.425997,0,-1172659,6146215
test,217,117.70383,-33.5,68,-4.773393948,-0.003971638,-0.134620845,157.0444766,157.0444766,167.3596162,157.0444766,36.91904372,36.91904372,37.60896123,37.60896123,299.1224999,1.78702125,1723.75787,3276.76469,2461.16553,2216.06296,2282.638879,70.80408344,0.021003549,0.020958406,0.020700972,0.020700972,37.40682988,7.291536982,48.88561567,1798.312982,0,-1116017,6156133
test,218,118.30283,-33.5,68,-15.46132269,-0.007801143,-0.321325237,153.1823268,153.1823268,160.9559026,153.1823268,36.76929372,36.76929372,36.19532086,36.19532086,318.9671001,2.204245,1717.16887,3302.52169,2455.77453,2163.35096,2230.215637,214.5035183,0.021087841,0.021060624,0.021992266,0.021992266,28.25430658,7.345591136,52.86443878,1797.972169,0,-1059440,6165681
test,219,118.90183,-33.5,68,-35.42315124,-0.012374483,-0.547455524,151.5410089,151.5410089,155.529614,151.5410089,36.51104944,36.51104944,42.10302359,42.10302359,319.9881999,3.102745,1712.18719,3329.08235,2451.58902,2110.63896,2177.822221,182.914836,0.020753756,0.020735189,0.018203759,0.018203759,62.5613736,7.079732602,57.19108065,1798.837239,0,-1002927,6174862
test,220,119.50083,-33.5,68,-41.7749149,-0.016217933,-0.669700454,150.9939962,150.9939962,150.5849473,150.9939962,36.19952766,36.19952766,51.58204045,51.58204045,315.8765001,4.001245,1707.99751,3356.03901,2447.99834,2057.92779,2125.490492,65.31903251,0.019182374,0.019176872,0.013715001,0.013715001,102.5679339,6.529162671,59.06324685,1800.290629,0,-946474,6183681
test,221,120.09983,-33.5,68,-43.90941179,-0.018728812,-0.704118988,153.7529371,153.7529371,147.0952897,153.7529371,35.85809785,35.85809785,45.83763036,45.83763036,264.5611004,4.75,1706.20051,3384.19201,2446.80034,2005.81479,2073.185874,-49.91546619,0.01106932,0.011069438,0.008530573,0.008530573,69.34859147,5.768632827,60.01064723,1799.306505,0,-890081,6192139
test,222,120.69884,-33.5,68,-38.29602892,-0.020556714,-0.724453516,157.0346163,157.0346163,144.2859552,157.0346163,35.53256913,35.53256913,41.60033193,41.60033193,214.4304,4.75,1705.19884,3403.59652,2446.39768,1953.50208,2020.955485,-103.2664496,0.022658526,0.022661731,0.019708167,0.019708167,-3.975657916,4.953280615,58.73967384,1797.99823,0,-833743,6200241
test,223,121.29784,-33.5,68,-41.22495296,-0.022190673,-0.756375704,161.3681531,161.3681531,142.8459276,161.3681531,35.23905813,35.23905813,40.39634294,40.39634294,155.2592,4.75,1705.79784,3405.39352,2447.59568,1900.79008,1968.779741,-32.07277506,0.031790037,0.031796509,0.027977949,0.027977949,-33.80812517,4.186998791,57.29303011,1796.037661,0,-777462,6207989
test,224,121.89684,-33.5,68,-52.7913096,-0.023578255,-0.778177435,166.7448543,166.7448543,142.7637885,166.7448543,34.93364241,34.93364241,39.56935073,39.56935073,173.3448,4.75,1707.9842,3404.41264,2450.38104,1848.47492,1916.658369,51.23526087,0.02995386,0.029962052,0.026582772,0.026582772,3.452837352,3.538789943,55.6687364,1796.192279,0,-721234,6215385
test,225,122.49584,-33.5,68,-48.15414971,-0.023911757,-0.784226843,172.6529689,172.6529689,143.3733909,172.6529689,34.62216213,34.62216213,38.93440991,38.93440991,174.2519999,4.75,1710.9792,3402.01664,2453.97504,1796.36192,1864.644342,140.7146487,0.022079928,0.022092498,0.019624216,0.019624216,51.28183331,3.039113004,54.29917296,1797.424426,0,-665056,6222433
test,226,123.09484,-33.5,68,-41.09466368,-0.022929026,-0.774826613,173.8627497,173.8627497,142.2902916,173.8627497,34.26904324,34.26904324,37.92472152,37.92472152,129.9048,4.75,1705.64644,3402,2458.75872,1744.24892,1812.677209,45.07700016,0.027634561,0.027657375,0.024822724,0.024822724,59.83472929,2.706670935,53.21270494,1795.324903,0,-608927,6229135
test,227,123.69384,-33.5,68,-39.07907109,-0.020651702,-0.745577838,173.5086338,173.5086338,140.6437551,173.5086338,33.91951004,33.91951004,35.79201664,35.79201664,138.0436,4.75,1700.25544,3402.38768,2464.32608,1692.13592,1760.840639,-11.13639909,0.021304941,0.021333693,0.020045016,0.020045016,59.72532624,2.50160881,53.34941785,1793.064059,0,-552844,6235493
test,228,135.07488,-33.5,68,-14.42668654,-0.006333493,-0.712739798,175.4989993,175.4989993,162.0851966,175.4989993,38.5147825,38.5147825,39.48657222,39.48657222,22.98199996,2.7346,1820.67152,2918.65696,2778.9952,724.6743323,822.3570583,-79.95758999,0.010119473,0.010106022,0.009837262,0.009837262,29.47954855,9.814550894,44.34219044,1795.00663,0,506955,6293278
test,229,135.67388,-33.5,68,-5.515387907,-0.000701634,-0.08115756,177.2064337,177.2064337,165.7747413,177.2064337,38.27306854,38.27306854,40.68875464,40.68875464,83.23119994,1.611475,1837.69476,2883.91496,2799.99924,678.6980881,779.1724634,-171.2276661,0.017773367,0.017760193,0.016596962,0.016596962,-193.7196292,10.02875035,43.51919153,1797.454403,0,562594,6293078
test,230,136.27288,-33.5,68,-0.824338332,0.003487485,0.294094718,179.884458,179.884458,171.1000794,179.884458,37.83579653,37.83579653,39.61654409,39.61654409,178.5459999,1,1853.86776,2849.17296,2813.77624,634.2523173,737.1451434,-211.365163,0.040152797,0.040120661,0.038403086,0.038403086,-211.77107,10.1901219,42.94416102,1796.036604,0,618236,6292556
test,231,136.87188,-33.5,68,-1.176925608,0.006000707,0.444611564,178.7992571,178.7992571,172.5179311,178.7992571,37.29811817,37.29811817,39.72691206,39.72691206,255.7583996,1,1860.37188,2814.80284,2828.66888,591.7031028,696.5008875,-59.21300297,0.020542922,0.020526329,0.019316869,0.019316869,-31.33888804,10.1854245,42.66547854,1793.818119,0,673882,6291713
test,232,138.06988,-33.5,68,0.664872496,0.009210324,0.555146471,166.2653129,166.2653129,164.5928111,166.2653129,36.07732462,36.07732462,39.97313134,39.97313134,35.0063998,1.026205,1862.13976,2743.09756,2862.0964,513.0244193,621.7548889,173.42071,0.012257595,0.012257417,0.011052314,0.011052314,253.5118329,8.860625498,40.01070389,1793.120019,0,785201,6289061
test,233,138.66889,-33.5,68,12.45404828,0.010371215,0.558985371,157.7209372,157.7209372,157.9716512,157.7209372,35.48982206,35.48982206,39.38177687,39.38177687,393.0172999,1.25083375,1863.33778,2704.00881,2880.40448,477.6852689,588.9617786,113.1005673,0.029262262,0.029263387,0.026432106,0.026432106,122.1292575,7.321435782,39.46247894,1795.127118,0,840878,6287252
test,234,139.26789,-33.5,68,14.20860729,0.010031403,0.541716,151.4709587,151.4709587,152.9842377,151.4709587,34.99265096,34.99265096,38.96247641,38.96247641,210.8325002,1.47545875,1864.53578,2661.47981,2899.57248,446.7768652,558.8091438,33.17486421,0.025140998,0.0251477,0.022590009,0.022590009,-93.21996782,5.385093794,38.46356099,1796.514426,0,896569,6285120
